state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
NC,2020-10-09,"1,314","1,288","1,339",6.23,5.27,7.19,"21,219","21,212","21,226"
NE,2020-10-09,345,344,346,6.59,6.48,6.71,"5,313","5,309","5,317"
NH,2020-10-09,35,35,35,1.21,1.21,1.21,"2,900","2,900","2,900"
NM,2020-10-09,181,180,182,5.36,4.97,5.76,"3,375","3,366","3,384"
OH,2020-10-09,"1,360","1,360","1,360",4.92,4.90,4.95,"27,681","27,667","27,695"
OK,2020-10-09,736,710,763,7.35,4.53,10.17,"10,262","9,888","10,636"
OR,2020-10-09,255,255,255,4.04,3.59,4.49,"6,311","6,240","6,382"
PA,2020-10-09,"1,284","1,258","1,309",4.21,2.94,5.47,"27,732","26,360","29,103"
SC,2020-10-09,699,699,699,7.73,7.73,7.73,"9,046","9,046","9,046"
SD,2020-10-09,256,254,258,11.27,11.27,11.27,"1,748","1,293","2,203"
TN,2020-10-09,"1,170","1,167","1,173",7.19,7.04,7.34,"15,505","15,082","15,928"
TX,2020-10-09,"4,242","4,231","4,254",7.26,7.09,7.42,"58,632","58,515","58,749"
UT,2020-10-09,246,246,246,5.00,4.72,5.27,"4,924","4,894","4,954"
VA,2020-10-09,957,957,957,5.76,5.76,5.76,"16,407","16,327","16,487"
VT,2020-10-09,0,0,0,0.00,0.00,0.00,"1,160","1,160","1,160"
WA,2020-10-09,395,393,396,2.91,1.28,4.54,"11,172","10,639","11,705"
MO,2020-10-10,"1,278","1,276","1,279",7.00,6.78,7.21,"18,263","18,190","18,336"
NC,2020-10-10,"1,355","1,325","1,386",6.45,5.30,7.60,"21,137","21,107","21,167"
NE,2020-10-10,340,334,346,6.62,5.58,7.65,"5,218","5,164","5,272"
NH,2020-10-10,47,46,48,1.61,1.10,2.13,"2,901","2,877","2,925"
NM,2020-10-10,181,179,183,5.42,4.78,6.05,"3,342","3,313","3,370"
OH,2020-10-10,"1,339","1,334","1,344",4.86,4.69,5.04,"27,590","27,569","27,612"
OK,2020-10-10,734,710,757,7.28,4.39,10.16,"10,314","9,882","10,746"
OR,2020-10-10,252,249,254,4.00,3.30,4.71,"6,284","6,191","6,376"
PA,2020-10-10,"1,151","1,124","1,177",3.76,1.82,5.70,"30,106","28,736","31,476"
SC,2020-10-10,667,666,668,7.45,7.34,7.55,"8,959","8,947","8,971"
SD,2020-10-10,257,257,257,11.01,10.77,11.24,"1,708","1,264","2,152"
TN,2020-10-10,"1,198","1,128","1,267",7.37,2.43,12.30,"15,517","14,341","16,693"
TX,2020-10-10,"4,260","4,245","4,276",7.35,7.14,7.55,"58,141","58,030","58,252"
UT,2020-10-10,266,266,266,5.39,5.08,5.70,"4,931","4,898","4,964"
VA,2020-10-10,918,917,919,5.53,5.25,5.82,"16,376","16,251","16,501"
VT,2020-10-10,0,0,0,0.00,0.00,0.00,"1,182","1,182","1,182"
WA,2020-10-10,393,386,400,2.82,1.12,4.52,"11,123","10,609","11,636"
MO,2020-10-11,"1,298","1,297","1,300",7.13,6.95,7.32,"18,208","18,148","18,268"
NC,2020-10-11,"1,392","1,363","1,422",6.63,5.53,7.72,"21,126","21,109","21,143"
NE,2020-10-11,337,328,346,6.58,4.95,8.22,"5,195","5,111","5,280"
NH,2020-10-11,43,43,43,1.47,1.29,1.65,"2,901","2,882","2,920"
NM,2020-10-11,171,166,176,5.11,3.60,6.63,"3,345","3,287","3,403"
OH,2020-10-11,"1,385","1,371","1,398",5.06,4.62,5.50,"27,435","27,407","27,463"
OK,2020-10-11,726,703,748,7.18,4.35,10.01,"10,335","9,904","10,766"
OR,2020-10-11,246,246,246,3.95,3.49,4.42,"6,223","6,150","6,296"
PA,2020-10-11,"1,167","1,140","1,193",3.81,1.88,5.74,"30,045","28,690","31,399"
SC,2020-10-11,665,665,665,7.47,7.47,7.47,"8,901","8,901","8,901"
SD,2020-10-11,269,269,269,11.62,11.62,11.62,"1,704","1,280","2,128"
TN,2020-10-11,"1,193","1,109","1,278",7.32,1.33,13.32,"15,594","14,189","16,999"
TX,2020-10-11,"4,468","4,459","4,476",7.86,7.74,7.99,"56,964","56,864","57,064"
UT,2020-10-11,261,260,262,5.30,4.95,5.65,"4,924","4,889","4,959"
VA,2020-10-11,943,937,949,5.70,5.30,6.09,"16,554","16,458","16,650"
VT,2020-10-11,0,0,0,0.00,0.00,0.00,"1,177","1,177","1,177"
WA,2020-10-11,411,407,414,2.98,1.41,4.55,"11,220","10,726","11,714"
MO,2020-10-12,"1,338","1,338","1,338",7.35,7.35,7.35,"18,208","18,208","18,208"
NC,2020-10-12,"1,495","1,470","1,520",7.09,6.18,8.00,"21,212","21,178","21,246"
NE,2020-10-12,334,333,336,6.46,6.19,6.73,"5,257","5,238","5,276"
NH,2020-10-12,33,33,33,1.14,0.89,1.39,"2,898","2,884","2,912"
NM,2020-10-12,198,198,198,5.94,5.57,6.32,"3,332","3,307","3,356"
OH,2020-10-12,"1,527","1,513","1,541",5.56,5.13,6.00,"27,521","27,519","27,523"
OK,2020-10-12,741,738,744,7.25,6.97,7.53,"10,449","10,406","10,492"
OR,2020-10-12,250,248,252,4.08,3.60,4.57,"6,120","6,050","6,190"
PA,2020-10-12,"1,180","1,156","1,205",3.83,1.99,5.67,"30,259","28,947","31,571"
SC,2020-10-12,729,728,730,8.14,8.14,8.14,"8,954","8,954","8,954"
SD,2020-10-12,281,281,281,13.11,13.11,13.11,"2,143","1,722","2,564"
TN,2020-10-12,"1,222","1,128","1,317",7.52,0.78,14.25,"15,579","14,027","17,132"
TX,2020-10-12,"4,656","4,656","4,657",8.33,8.27,8.39,"56,050","55,958","56,142"
UT,2020-10-12,269,269,269,5.47,5.28,5.65,"4,922","4,903","4,941"
VA,2020-10-12,965,965,965,5.83,5.83,5.83,"16,564","16,489","16,639"
VT,2020-10-12,0,0,0,0.00,0.00,0.00,"1,180","1,180","1,180"
WA,2020-10-12,382,380,383,2.74,1.43,4.05,"11,249","10,809","11,689"
MO,2020-10-13,"1,353","1,352","1,354",7.39,7.34,7.44,"18,301","18,300","18,302"
NC,2020-10-13,"1,553","1,546","1,560",7.35,7.04,7.66,"21,242","21,164","21,320"
NE,2020-10-13,348,347,349,6.64,6.34,6.95,"5,319","5,294","5,344"
NH,2020-10-13,34,34,34,1.17,1.17,1.17,"2,898","2,898","2,898"
NM,2020-10-13,190,173,207,5.84,0.96,10.72,"3,251","3,086","3,416"
OH,2020-10-13,"1,505","1,503","1,507",5.51,5.44,5.57,"27,399","27,379","27,418"
OK,2020-10-13,754,753,755,7.37,7.17,7.58,"10,462","10,415","10,509"
OR,2020-10-13,270,269,272,4.33,3.83,4.82,"6,241","6,174","6,307"
PA,2020-10-13,"1,282","1,258","1,305",4.13,2.34,5.92,"30,632","29,369","31,896"
SC,2020-10-13,765,765,765,8.45,8.45,8.45,"9,048","9,048","9,048"
SD,2020-10-13,284,282,285,12.96,-0.78,26.70,"2,187","1,770","2,604"
TN,2020-10-13,"1,274","1,176","1,372",8.10,0.84,15.36,"16,211","14,602","17,821"
TX,2020-10-13,"4,754","4,751","4,757",8.23,8.15,8.30,"57,952","57,857","58,046"
UT,2020-10-13,294,293,294,5.87,5.66,6.08,"4,999","4,981","5,017"
VA,2020-10-13,974,972,977,5.89,5.63,6.15,"16,546","16,472","16,620"
VT,2020-10-13,5,5,5,0.42,0.42,0.42,"1,177","1,177","1,177"
WA,2020-10-13,402,400,403,2.87,1.77,3.97,"11,270","10,909","11,630"
MO,2020-10-14,"1,403","1,402","1,404",7.61,7.61,7.61,"18,422","18,422","18,422"
NC,2020-10-14,"1,431","1,431","1,431",6.72,6.72,6.72,"21,400","21,400","21,400"
NE,2020-10-14,360,359,361,6.87,6.44,7.30,"5,314","5,273","5,354"
NH,2020-10-14,44,44,44,1.52,1.52,1.52,"2,901","2,901","2,901"
NM,2020-10-14,191,188,194,5.89,4.67,7.11,"3,242","3,176","3,308"
OH,2020-10-14,"1,506","1,505","1,507",5.49,5.44,5.53,"27,498","27,485","27,512"
OK,2020-10-14,792,789,795,7.72,7.45,8.00,"10,494","10,445","10,543"
OR,2020-10-14,260,255,264,4.17,3.33,5.00,"6,230","6,148","6,312"
PA,2020-10-14,"1,250","1,193","1,306",4.03,1.59,6.47,"30,670","29,406","31,935"
SC,2020-10-14,741,741,741,8.20,8.20,8.20,"9,033","9,033","9,033"
SD,2020-10-14,284,284,284,12.93,12.93,12.93,"2,196","1,788","2,604"
TN,2020-10-14,"1,305","1,203","1,407",8.28,0.73,15.82,"16,265","14,591","17,939"
TX,2020-10-14,"4,872","4,869","4,874",8.40,8.37,8.43,"58,148","58,067","58,230"
UT,2020-10-14,303,303,303,6.04,5.86,6.22,"5,016","4,998","5,035"
VA,2020-10-14,994,993,994,6.01,5.80,6.22,"16,533","16,462","16,604"
VT,2020-10-14,0,0,0,0.00,0.00,0.00,"1,177","1,177","1,177"
WA,2020-10-14,394,394,394,2.79,2.74,2.83,"11,186","11,170","11,202"
MO,2020-10-15,"1,408","1,407","1,410",7.65,7.65,7.65,"18,421","18,421","18,421"
NC,2020-10-15,"1,396","1,396","1,396",6.55,6.43,6.68,"21,422","21,371","21,473"
NE,2020-10-15,353,352,354,6.77,6.46,7.08,"5,294","5,269","5,319"
NH,2020-10-15,44,44,44,1.52,1.52,1.52,"2,901","2,901","2,901"
NM,2020-10-15,204,203,204,6.26,6.07,6.46,"3,249","3,239","3,259"
OH,2020-10-15,"1,481","1,479","1,483",5.39,5.33,5.46,"27,528","27,506","27,550"
OK,2020-10-15,794,792,797,7.73,7.46,8.01,"10,510","10,458","10,562"
OR,2020-10-15,234,234,235,3.72,3.25,4.19,"6,304","6,227","6,380"
PA,2020-10-15,"1,272","1,254","1,290",4.08,2.60,5.56,"30,637","29,559","31,715"
SC,2020-10-15,744,735,753,8.29,7.43,9.15,"8,978","8,893","9,064"
SD,2020-10-15,283,282,284,12.99,0.05,25.94,"2,178","1,787","2,569"
TN,2020-10-15,"1,268","1,169","1,366",8.03,0.63,15.44,"16,272","14,602","17,943"
TX,2020-10-15,"4,948","4,942","4,953",8.52,8.43,8.61,"58,232","58,129","58,335"
UT,2020-10-15,299,298,300,5.96,5.96,5.96,"5,015","5,015","5,015"
VA,2020-10-15,990,990,991,6.00,5.79,6.21,"16,518","16,448","16,588"
VT,2020-10-15,3,3,3,0.25,0.25,0.25,"1,177","1,177","1,177"
WA,2020-10-15,380,375,386,2.93,2.03,3.83,"10,290","10,093","10,487"
MO,2020-10-16,"1,386","1,384","1,389",7.53,7.38,7.67,"18,423","18,393","18,453"
NC,2020-10-16,"1,434","1,430","1,437",6.74,6.74,6.74,"21,405","21,405","21,405"
NE,2020-10-16,351,350,353,6.77,6.45,7.09,"5,269","5,244","5,294"
NH,2020-10-16,41,39,43,1.41,1.41,1.41,"2,901","2,901","2,901"
NM,2020-10-16,216,214,217,6.63,6.63,6.63,"3,252","3,252","3,252"
OH,2020-10-16,"1,544","1,542","1,546",5.64,5.55,5.73,"27,445","27,408","27,482"
OK,2020-10-16,796,795,798,7.77,7.52,8.02,"10,486","10,445","10,527"
OR,2020-10-16,236,235,237,3.74,3.40,4.08,"6,305","6,253","6,357"
PA,2020-10-16,"1,295","1,294","1,296",4.15,3.12,5.18,"30,708","29,860","31,555"
SC,2020-10-16,746,746,746,8.35,8.35,8.35,"8,933","8,933","8,933"
SD,2020-10-16,280,280,280,12.94,0.42,25.47,"2,163","1,787","2,539"
TN,2020-10-16,"1,285","1,191","1,379",8.14,1.04,15.25,"16,268","14,666","17,870"
TX,2020-10-16,"4,947","4,942","4,952",8.51,8.34,8.68,"58,286","58,108","58,464"
UT,2020-10-16,297,297,297,5.93,5.93,5.93,"5,007","5,007","5,007"
VA,2020-10-16,999,999,999,6.04,6.04,6.04,"16,549","16,480","16,618"
VT,2020-10-16,1,1,1,0.08,0.08,0.08,"1,177","1,177","1,177"
WA,2020-10-16,381,380,382,2.85,2.75,2.96,"10,298","10,284","10,312"
MO,2020-10-17,"1,356","1,355","1,356",7.26,6.99,7.53,"18,671","18,578","18,764"
NC,2020-10-17,"1,405","1,404","1,406",6.61,6.56,6.66,"21,387","21,369","21,405"
NE,2020-10-17,352,346,358,6.81,5.45,8.17,"5,248","5,150","5,346"
NH,2020-10-17,47,47,47,1.62,1.62,1.62,"2,901","2,901","2,901"
NM,2020-10-17,221,199,242,6.81,1.16,12.47,"3,238","3,082","3,394"
OH,2020-10-17,"1,507","1,496","1,518",5.54,5.19,5.88,"27,281","27,224","27,338"
OK,2020-10-17,781,759,804,7.68,4.84,10.52,"10,411","9,981","10,841"
OR,2020-10-17,236,234,238,3.77,3.15,4.39,"6,258","6,180","6,335"
PA,2020-10-17,"1,347","1,333","1,361",4.36,3.76,4.96,"30,499","30,051","30,947"
SC,2020-10-17,706,705,707,7.90,7.80,8.00,"8,930","8,918","8,942"
SD,2020-10-17,288,288,288,13.31,1.94,24.69,"2,163","1,826","2,500"
TN,2020-10-17,"1,311","1,226","1,395",8.30,1.61,15.00,"16,283","14,745","17,822"
TX,2020-10-17,"4,830","4,806","4,853",8.54,8.11,8.96,"56,715","56,404","57,026"
UT,2020-10-17,294,294,294,5.87,5.72,6.02,"5,011","4,995","5,026"
VA,2020-10-17,950,950,950,5.75,5.55,5.94,"16,524","16,457","16,591"
VT,2020-10-17,3,3,3,0.25,0.25,0.25,"1,177","1,177","1,177"
WA,2020-10-17,379,377,381,2.94,2.67,3.21,"10,311","10,260","10,362"
MO,2020-10-18,"1,382","1,382","1,382",7.42,7.42,7.42,"18,621","18,528","18,714"
NC,2020-10-18,"1,439","1,439","1,439",6.78,6.78,6.78,"21,352","21,352","21,352"
NE,2020-10-18,388,382,393,7.53,6.41,8.64,"5,233","5,156","5,310"
NH,2020-10-18,53,51,55,1.83,0.93,2.72,"2,901","2,887","2,915"
NM,2020-10-18,240,223,257,7.43,3.15,11.70,"3,236","3,125","3,348"
OH,2020-10-18,"1,492","1,490","1,494",5.49,5.40,5.57,"27,262","27,223","27,302"
OK,2020-10-18,807,781,833,7.93,4.55,11.32,"10,415","9,899","10,931"
OR,2020-10-18,232,230,233,3.70,3.19,4.22,"6,248","6,179","6,318"
PA,2020-10-18,"1,298","1,286","1,310",4.21,3.73,4.68,"30,325","29,936","30,714"
SC,2020-10-18,692,685,699,7.86,7.29,8.42,"8,813","8,801","8,825"
SD,2020-10-18,292,291,294,13.51,4.13,22.89,"2,165","1,889","2,441"
TN,2020-10-18,"1,340","1,273","1,407",8.48,2.66,14.29,"16,301","14,927","17,676"
TX,2020-10-18,"4,923","4,880","4,966",8.79,8.25,9.33,"56,154","55,981","56,327"
UT,2020-10-18,295,295,295,5.88,5.71,6.05,"5,018","5,001","5,035"
VA,2020-10-18,973,973,973,5.89,5.78,6.01,"16,510","16,472","16,548"
VT,2020-10-18,2,2,2,0.17,0.17,0.17,"1,177","1,177","1,177"
WA,2020-10-18,394,392,396,2.95,2.63,3.27,"10,275","10,224","10,326"
MO,2020-10-19,"1,392","1,391","1,393",7.44,7.26,7.63,"18,701","18,637","18,765"
NC,2020-10-19,"1,470","1,468","1,471",6.92,6.85,6.99,"21,359","21,356","21,362"
NE,2020-10-19,414,414,415,8.03,7.85,8.21,"5,238","5,222","5,253"
NH,2020-10-19,52,52,52,1.79,1.79,1.79,"2,898","2,898","2,898"
NM,2020-10-19,250,248,252,7.78,7.29,8.28,"3,212","3,199","3,226"
OH,2020-10-19,"1,588","1,588","1,588",5.82,5.82,5.82,"27,351","27,351","27,351"
OK,2020-10-19,849,828,870,8.33,5.56,11.10,"10,429","10,010","10,848"
OR,2020-10-19,217,207,227,3.43,1.49,5.37,"6,327","6,193","6,461"
PA,2020-10-19,"1,352","1,337","1,367",4.32,3.67,4.97,"30,794","30,338","31,249"
SC,2020-10-19,724,715,732,8.14,7.28,9.01,"8,883","8,799","8,967"
SD,2020-10-19,312,312,313,13.94,13.30,14.58,"2,242","2,223","2,261"
TN,2020-10-19,"1,405","1,371","1,439",8.87,4.48,13.27,"16,326","15,212","17,440"
TX,2020-10-19,"5,152","5,144","5,161",9.20,8.91,9.49,"56,162","55,903","56,421"
UT,2020-10-19,297,297,297,5.88,5.79,5.98,"5,049","5,039","5,059"
VA,2020-10-19,951,951,951,5.75,5.74,5.76,"16,534","16,531","16,537"
VT,2020-10-19,3,3,3,0.25,0.25,0.25,"1,177","1,177","1,177"
WA,2020-10-19,402,398,406,3.02,2.54,3.50,"10,324","10,261","10,388"
MO,2020-10-20,"1,426","1,426","1,426",7.60,7.56,7.64,"18,757","18,743","18,771"
NC,2020-10-20,"1,483","1,483","1,483",6.96,6.92,7.00,"21,426","21,409","21,443"
NE,2020-10-20,390,342,438,8.20,1.13,15.26,"4,841","4,814","4,868"
NH,2020-10-20,45,45,45,1.55,1.55,1.55,"2,901","2,901","2,901"
NM,2020-10-20,271,268,274,8.44,7.24,9.64,"3,211","3,152","3,269"
OH,2020-10-20,"1,721","1,711","1,731",6.27,5.97,6.58,"27,490","27,469","27,511"
OK,2020-10-20,858,853,864,8.35,7.88,8.82,"10,522","10,464","10,580"
OR,2020-10-20,220,219,221,3.36,3.02,3.69,"6,549","6,504","6,594"
PA,2020-10-20,"1,414","1,411","1,418",4.47,4.27,4.67,"31,120","30,797","31,443"
SC,2020-10-20,754,751,756,8.39,8.18,8.59,"8,986","8,972","9,000"
SD,2020-10-20,312,311,313,13.79,13.79,13.79,"2,262","2,262","2,262"
TN,2020-10-20,"1,431","1,429","1,433",9.01,8.93,9.10,"16,369","16,364","16,374"
TX,2020-10-20,"5,422","5,407","5,436",9.38,9.15,9.61,"57,958","57,797","58,118"
UT,2020-10-20,319,319,319,6.32,6.32,6.32,"5,047","5,047","5,047"
VA,2020-10-20,999,998,"1,000",6.05,6.05,6.05,"16,514","16,514","16,514"
VT,2020-10-20,0,0,0,0.00,0.00,0.00,"1,177","1,177","1,177"
WA,2020-10-20,401,376,426,3.05,-0.41,6.51,"10,240","9,644","10,836"
MO,2020-10-21,"1,479","1,477","1,480",7.87,7.75,7.98,"18,791","18,756","18,826"
NC,2020-10-21,"1,554","1,554","1,555",7.31,7.27,7.36,"21,375","21,359","21,391"
NE,2020-10-21,383,382,384,7.87,7.56,8.19,"4,943","4,919","4,967"
NH,2020-10-21,58,57,58,1.98,1.98,1.98,"2,901","2,901","2,901"
NM,2020-10-21,304,304,304,9.41,9.22,9.60,"3,230","3,220","3,240"
OH,2020-10-21,"1,802","1,799","1,804",6.56,6.45,6.67,"27,524","27,481","27,568"
OK,2020-10-21,881,881,881,8.72,8.55,8.89,"10,339","10,310","10,368"
OR,2020-10-21,226,218,235,3.44,2.01,4.86,"6,588","6,567","6,610"
PA,2020-10-21,"1,440","1,437","1,443",4.47,4.28,4.65,"31,642","31,327","31,956"
SC,2020-10-21,758,749,767,8.42,7.57,9.27,"9,005","8,921","9,089"
SD,2020-10-21,333,332,334,14.79,14.79,14.79,"2,252","2,252","2,252"
TN,2020-10-21,"1,438","1,437","1,439",9.06,9.06,9.06,"16,362","16,362","16,362"
TX,2020-10-21,"5,569","5,565","5,573",9.55,9.43,9.67,"58,473","58,359","58,587"
UT,2020-10-21,304,303,305,5.99,5.79,6.19,"5,078","5,068","5,088"
VA,2020-10-21,"1,023","1,016","1,030",6.18,6.18,6.18,"16,546","16,546","16,546"
VT,2020-10-21,3,3,3,0.25,0.25,0.25,"1,177","1,177","1,177"
WA,2020-10-21,428,398,459,3.15,-0.96,7.27,"10,444","9,718","11,171"
MO,2020-10-22,"1,426","1,425","1,428",7.64,7.51,7.76,"18,679","18,643","18,715"
NC,2020-10-22,"1,447","1,447","1,447",6.80,6.80,6.80,"21,415","21,412","21,418"
NE,2020-10-22,436,434,439,9.03,8.56,9.50,"4,912","4,889","4,936"
NH,2020-10-22,48,48,48,1.65,1.65,1.65,"2,901","2,901","2,901"
NM,2020-10-22,324,321,326,10.03,9.54,10.51,"3,228","3,223","3,233"
OH,2020-10-22,"1,624","1,611","1,636",5.87,5.42,6.31,"27,733","27,610","27,855"
OK,2020-10-22,897,897,897,8.87,8.71,9.03,"10,352","10,325","10,379"
OR,2020-10-22,224,223,226,3.36,3.14,3.57,"6,689","6,675","6,703"
PA,2020-10-22,"1,514","1,510","1,517",4.76,4.33,5.19,"32,022","31,717","32,327"
SC,2020-10-22,710,710,710,7.90,7.90,7.90,"8,989","8,989","8,989"
SD,2020-10-22,318,317,319,14.34,14.08,14.61,"2,217","2,211","2,223"
TN,2020-10-22,"1,441","1,441","1,441",9.09,9.09,9.09,"16,340","16,340","16,340"
TX,2020-10-22,"5,686","5,682","5,690",9.67,9.33,10.00,"58,980","58,663","59,296"
UT,2020-10-22,313,312,314,6.05,5.85,6.25,"5,176","5,159","5,193"
VA,2020-10-22,986,985,987,5.81,5.81,5.81,"16,957","16,957","16,957"
VT,2020-10-22,6,6,6,0.51,0.51,0.51,"1,167","1,167","1,167"
WA,2020-10-22,417,392,442,3.13,-0.26,6.51,"10,501","9,890","11,111"
MO,2020-10-23,"1,436","1,436","1,436",7.73,7.73,7.73,"18,586","18,586","18,586"
NC,2020-10-23,"1,469","1,469","1,469",6.91,6.91,6.91,"21,384","21,384","21,384"
NE,2020-10-23,439,439,440,8.96,8.47,9.44,"4,984","4,945","5,023"
NH,2020-10-23,42,42,42,1.45,1.45,1.45,"2,901","2,901","2,901"
NM,2020-10-23,324,308,341,10.13,5.54,14.72,"3,202","3,038","3,367"
OH,2020-10-23,"1,642","1,639","1,644",5.85,5.74,5.96,"28,131","28,080","28,182"
OK,2020-10-23,883,882,884,8.75,8.59,8.90,"10,339","10,315","10,363"
OR,2020-10-23,222,221,223,3.38,3.22,3.54,"6,567","6,551","6,582"
PA,2020-10-23,"1,525","1,521","1,529",4.80,4.33,5.27,"31,980","31,649","32,311"
SC,2020-10-23,724,701,748,8.00,4.74,11.26,"9,058","8,629","9,486"
SD,2020-10-23,336,335,338,14.54,14.15,14.93,"2,314","2,307","2,321"
TN,2020-10-23,"1,414","1,414","1,414",8.74,8.74,8.74,"16,671","16,671","16,671"
TX,2020-10-23,"5,729","5,683","5,775",9.79,9.28,10.30,"58,681","58,566","58,797"
UT,2020-10-23,302,302,302,5.83,5.70,5.96,"5,178","5,165","5,192"
VA,2020-10-23,910,909,911,5.37,5.27,5.47,"16,946","16,913","16,980"
VT,2020-10-23,3,3,3,0.25,0.25,0.25,"1,184","1,184","1,184"
WA,2020-10-23,402,401,403,3.02,2.57,3.48,"10,490","10,360","10,620"
MO,2020-10-24,"1,386","1,385","1,387",7.47,7.35,7.59,"18,551","18,513","18,589"
NC,2020-10-24,"1,405","1,400","1,410",6.62,6.42,6.81,"21,360","21,326","21,394"
NE,2020-10-24,442,436,448,9.17,8.15,10.19,"4,900","4,846","4,953"
NH,2020-10-24,51,51,51,1.76,1.62,1.90,"2,901","2,886","2,916"
NM,2020-10-24,341,317,365,10.81,5.68,15.94,"3,155","3,049","3,261"
OH,2020-10-24,"1,634","1,633","1,635",5.71,5.67,5.75,"28,667","28,648","28,686"
OK,2020-10-24,827,823,831,8.29,7.88,8.71,"10,216","10,164","10,269"
OR,2020-10-24,245,242,248,3.72,2.80,4.64,"6,586","6,460","6,711"
PA,2020-10-24,"1,599","1,572","1,627",5.06,3.93,6.18,"31,842","31,272","32,411"
SC,2020-10-24,712,711,712,7.88,7.88,7.88,"9,029","9,029","9,029"
SD,2020-10-24,340,339,341,14.74,14.24,15.24,"2,307","2,295","2,319"
TN,2020-10-24,"1,427","1,427","1,427",8.87,8.87,8.87,"16,588","16,588","16,588"
TX,2020-10-24,"5,755","5,744","5,767",10.01,9.85,10.18,"57,633","57,533","57,734"
UT,2020-10-24,291,291,291,5.63,5.41,5.84,"5,177","5,154","5,201"
VA,2020-10-24,936,891,981,5.50,2.75,8.26,"17,008","16,440","17,576"
VT,2020-10-24,3,3,3,0.25,0.25,0.25,"1,182","1,182","1,182"
WA,2020-10-24,393,391,396,2.97,2.67,3.26,"10,448","10,388","10,507"
MO,2020-10-25,"1,412","1,411","1,413",7.62,7.52,7.71,"18,532","18,504","18,561"
NC,2020-10-25,"1,542","1,540","1,544",7.28,7.19,7.37,"21,300","21,290","21,310"
NE,2020-10-25,442,436,449,9.16,7.89,10.43,"4,906","4,832","4,980"
NH,2020-10-25,47,47,47,1.62,1.39,1.85,"2,901","2,887","2,915"
NM,2020-10-25,351,336,365,11.06,8.07,14.06,"3,169","3,117","3,221"
OH,2020-10-25,"1,616","1,603","1,629",5.71,5.34,6.09,"28,360","28,330","28,389"
OK,2020-10-25,845,839,851,8.48,7.94,9.02,"10,210","10,154","10,267"
OR,2020-10-25,248,247,250,3.81,3.29,4.32,"6,530","6,457","6,604"
PA,2020-10-25,"1,573","1,564","1,583",5.00,4.47,5.54,"31,686","31,364","32,009"
SC,2020-10-25,707,707,707,7.90,7.90,7.90,"8,946","8,946","8,946"
SD,2020-10-25,356,356,356,15.43,15.20,15.67,"2,307","2,300","2,314"
TN,2020-10-25,"1,461","1,460","1,462",9.10,9.10,9.10,"16,543","16,543","16,543"
TX,2020-10-25,"5,820","5,808","5,833",10.28,9.99,10.56,"56,789","56,563","57,014"
UT,2020-10-25,287,286,288,5.56,5.34,5.79,"5,154","5,139","5,170"
VA,2020-10-25,980,935,"1,025",5.76,3.04,8.48,"17,020","16,454","17,586"
VT,2020-10-25,4,3,4,0.30,0.30,0.30,"1,182","1,182","1,182"
WA,2020-10-25,406,381,431,3.01,-0.40,6.42,"10,390","9,795","10,985"
MO,2020-10-26,"1,460","1,454","1,465",8.03,8.03,8.03,"18,172","18,172","18,172"
NC,2020-10-26,"1,616","1,616","1,616",7.62,7.62,7.62,"21,328","21,328","21,328"
NE,2020-10-26,460,460,460,9.55,9.43,9.67,"4,897","4,887","4,907"
NH,2020-10-26,51,51,51,1.75,1.75,1.75,"2,911","2,911","2,911"
NM,2020-10-26,362,360,363,11.32,10.63,12.01,"3,194","3,166","3,222"
OH,2020-10-26,"1,712","1,711","1,712",6.05,6.02,6.09,"28,336","28,319","28,353"
OK,2020-10-26,834,834,835,8.37,8.19,8.54,"10,214","10,185","10,242"
OR,2020-10-26,240,238,241,3.68,3.48,3.89,"6,501","6,488","6,514"
PA,2020-10-26,"1,633","1,624","1,642",5.19,3.98,6.39,"31,698","30,884","32,512"
SC,2020-10-26,753,753,753,8.34,8.34,8.34,"9,030","9,030","9,030"
SD,2020-10-26,373,372,374,16.17,15.82,16.52,"2,307","2,300","2,314"
TN,2020-10-26,"1,511","1,491","1,531",9.40,8.45,10.34,"16,574","16,445","16,704"
TX,2020-10-26,"6,052","6,047","6,056",10.62,10.53,10.71,"57,126","57,048","57,204"
UT,2020-10-26,307,307,307,5.96,5.96,5.96,"5,154","5,154","5,154"
VA,2020-10-26,"1,038","1,036","1,040",6.09,6.09,6.09,"17,034","17,034","17,034"
VT,2020-10-26,9,9,9,0.76,0.76,0.76,"1,182","1,182","1,182"
WA,2020-10-26,426,424,427,3.24,2.93,3.55,"10,346","10,260","10,432"
MO,2020-10-27,"1,480","1,478","1,482",8.22,8.12,8.33,"18,001","17,975","18,027"
NC,2020-10-27,"1,544","1,540","1,548",7.25,7.11,7.39,"21,430","21,413","21,447"
NE,2020-10-27,496,495,498,10.29,9.93,10.64,"4,907","4,882","4,932"
NH,2020-10-27,52,52,52,1.79,1.79,1.79,"2,911","2,911","2,911"
NM,2020-10-27,383,381,385,11.94,11.28,12.60,"3,211","3,185","3,237"
OH,2020-10-27,"1,754","1,752","1,755",6.21,6.15,6.27,"28,312","28,286","28,338"
